"STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM"
1.00,2/1/1957 0:00:00,"2000","CST",69.00,"HOUSTON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,0.25,"K",0.00,,,,,3112.00,8524.00,0.00,0.00,,109.00
1.00,3/24/1957 0:00:00,"1200","CST",129.00,"WASHINGTON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,100.00,0.00,0.00,0.00,,0.00,,,,,3142.00,8805.00,0.00,0.00,,110.00
1.00,3/24/1957 0:00:00,"1530","CST",21.00,"CHILTON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,75.00,0.00,0.00,0.00,,0.00,,,,,3247.00,8635.00,0.00,0.00,,111.00
1.00,3/24/1957 0:00:00,"1805","CST",21.00,"CHILTON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,100.00,0.00,0.00,0.00,,0.00,,,,,3253.00,8641.00,0.00,0.00,,112.00
1.00,3/31/1957 0:00:00,"2330","CST",97.00,"MOBILE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,1.00,67.00,"1",0.00,0.00,4.00,25.00,"K",0.00,,,,,3039.00,8800.00,0.00,0.00,,113.00
1.00,3/31/1957 0:00:00,"2330","CST",97.00,"MOBILE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,0.03,"K",0.00,,,,,3039.00,8800.00,0.00,0.00,,114.00
1.00,3/31/1957 0:00:00,"2330","CST",97.00,"MOBILE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3042.00,8800.00,0.00,0.00,,115.00
1.00,4/1/1957 0:00:00,"0630","CST",57.00,"FAYETTE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3335.00,8547.00,0.00,0.00,,116.00
1.00,4/4/1957 0:00:00,"0330","CST",43.00,"CULLMAN","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3400.00,8647.00,0.00,0.00,,117.00
1.00,4/4/1957 0:00:00,"0400","CST",75.00,"LAMAR","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3347.00,8805.00,0.00,0.00,,118.00
1.00,4/4/1957 0:00:00,"0430","CST",63.00,"GREENE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3253.00,8754.00,0.00,0.00,,119.00
1.00,4/7/1957 0:00:00,"2335","CST",59.00,"FRANKLIN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3427.00,8808.00,0.00,0.00,,120.00
1.00,4/8/1957 0:00:00,"0946","CST",93.00,"MARION","AL","TORNADO",0.00,,,,,0.00,,0.00,,,51.40,100.00,"3",0.00,0.00,0.00,250.00,"K",0.00,,,,,3407.00,8759.00,3419.00,8707.00,,121.00
1.00,4/8/1957 0:00:00,"1015","CST",103.00,"MORGAN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,33.60,200.00,"3",0.00,2.00,90.00,0.25,"K",0.00,,,,,3419.00,8659.00,3427.00,8625.00,,122.00
1.00,4/8/1957 0:00:00,"1015","CST",95.00,"MARSHALL","AL","TORNADO",0.00,,,,,0.00,,0.00,,,5.20,200.00,"3",0.00,0.00,0.00,0.25,"K",0.00,,,,,3427.00,8625.00,3428.00,8620.00,,123.00
1.00,4/8/1957 0:00:00,"1030","CST",43.00,"CULLMAN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,16.30,33.00,"3",0.00,0.00,0.00,250.00,"K",0.00,,,,,3418.00,8636.00,3423.00,8620.00,,124.00
1.00,5/10/1957 0:00:00,"1945","CST",67.00,"HENRY","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3122.00,8518.00,0.00,0.00,,125.00
1.00,5/22/1957 0:00:00,"0945","CST",89.00,"MADISON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3435.00,8635.00,0.00,0.00,,126.00
1.00,5/26/1957 0:00:00,"1850","CST",101.00,"MONTGOMERY","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3217.00,8624.00,0.00,0.00,,127.00
1.00,6/18/1957 0:00:00,"1730","CST",75.00,"LAMAR","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3347.00,8805.00,0.00,0.00,,128.00
1.00,6/21/1957 0:00:00,"1800","CST",103.00,"MORGAN","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,200.00,0.00,0.00,0.00,,0.00,,,,,3435.00,8700.00,0.00,0.00,,129.00
1.00,6/28/1957 0:00:00,"0830","CST",25.00,"CLARKE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,7.40,100.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3136.00,8742.00,3138.00,8749.00,,130.00
1.00,6/28/1957 0:00:00,"0850","CST",131.00,"WILCOX","AL","TORNADO",0.00,,,,,0.00,,0.00,,,2.00,100.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3155.00,8705.00,0.00,0.00,,131.00
1.00,6/28/1957 0:00:00,"0927","CST",101.00,"MONTGOMERY","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,100.00,"0",0.00,0.00,0.00,0.00,"K",0.00,,,,,3204.00,8618.00,0.00,0.00,,132.00
1.00,6/28/1957 0:00:00,"0935","CST",85.00,"LOWNDES","AL","TORNADO",0.00,,,,,0.00,,0.00,,,12.80,117.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3209.00,8635.00,3215.00,8624.00,,133.00
1.00,6/28/1957 0:00:00,"0945","CST",35.00,"CONECUH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,23.20,440.00,"2",0.00,0.00,0.00,250.00,"K",0.00,,,,,3124.00,8654.00,3138.00,8637.00,,134.00
1.00,6/28/1957 0:00:00,"0955","CST",99.00,"MONROE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,12.10,100.00,"2",0.00,0.00,4.00,250.00,"K",0.00,,,,,3125.00,8724.00,3132.00,8715.00,,135.00
1.00,6/28/1957 0:00:00,"1000","CST",85.00,"LOWNDES","AL","TORNADO",0.00,,,,,0.00,,0.00,,,13.50,50.00,"1",0.00,0.00,8.00,250.00,"K",0.00,,,,,3158.00,8635.00,3205.00,8624.00,,136.00
1.00,6/28/1957 0:00:00,"1000","CST",101.00,"MONTGOMERY","AL","TORNADO",0.00,,,,,0.00,,0.00,,,8.80,50.00,"1",0.00,0.00,0.00,250.00,"K",0.00,,,,,3205.00,8624.00,3208.00,8616.00,,137.00
1.00,6/28/1957 0:00:00,"1010","CST",41.00,"CRENSHAW","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3154.00,8624.00,0.00,0.00,,138.00
1.00,6/28/1957 0:00:00,"1015","CST",13.00,"BUTLER","AL","TORNADO",0.00,,,,,0.00,,0.00,,,12.30,133.00,"2",0.00,0.00,0.00,250.00,"K",0.00,,,,,3146.00,8643.00,3151.00,8632.00,,139.00
1.00,6/28/1957 0:00:00,"1025","CST",35.00,"CONECUH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,14.50,133.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3125.00,8703.00,3129.00,8649.00,,140.00
1.00,6/28/1957 0:00:00,"1030","CST",101.00,"MONTGOMERY","AL","TORNADO",0.00,,,,,0.00,,0.00,,,8.90,167.00,"0",0.00,0.00,0.00,2.50,"K",0.00,,,,,3210.00,8608.00,3211.00,8559.00,,141.00
1.00,6/28/1957 0:00:00,"1030","CST",35.00,"CONECUH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,1.00,33.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3126.00,8703.00,0.00,0.00,,142.00
1.00,6/28/1957 0:00:00,"1100","CST",35.00,"CONECUH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,1.10,200.00,"2",0.00,0.00,0.00,250.00,"K",0.00,,,,,3126.00,8642.00,3127.00,8642.00,,143.00
1.00,6/28/1957 0:00:00,"1100","CST",39.00,"COVINGTON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,5.20,200.00,"2",0.00,0.00,2.00,250.00,"K",0.00,,,,,3127.00,8642.00,3131.00,8640.00,,144.00
1.00,6/28/1957 0:00:00,"1100","CST",13.00,"BUTLER","AL","TORNADO",0.00,,,,,0.00,,0.00,,,5.20,200.00,"2",0.00,0.00,0.00,250.00,"K",0.00,,,,,3131.00,8640.00,3135.00,8638.00,,145.00
1.00,6/28/1957 0:00:00,"1150","CST",41.00,"CRENSHAW","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"0",0.00,0.00,0.00,0.00,"K",0.00,,,,,3142.00,8618.00,0.00,0.00,,146.00
1.00,6/28/1957 0:00:00,"1745","CST",5.00,"BARBOUR","AL","TORNADO",0.00,,,,,0.00,,0.00,,,16.50,100.00,"2",0.00,0.00,1.00,25.00,"K",0.00,,,,,3148.00,8540.00,3158.00,8528.00,,147.00
1.00,7/15/1957 0:00:00,"1600","CST",97.00,"MOBILE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3054.00,8817.00,0.00,0.00,,148.00
1.00,8/15/1957 0:00:00,"1730","CST",81.00,"LEE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,133.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3232.00,8505.00,0.00,0.00,,149.00
1.00,9/11/1957 0:00:00,"1825","CST",59.00,"FRANKLIN","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3423.00,8741.00,0.00,0.00,,150.00
1.00,9/18/1957 0:00:00,"1445","CST",47.00,"DALLAS","AL","TORNADO",0.00,,,,,0.00,,0.00,,,11.90,100.00,"0",0.00,0.00,0.00,25.00,"K",0.00,,,,,3224.00,8652.00,3231.00,8643.00,,151.00
1.00,11/8/1957 0:00:00,"0225","CST",107.00,"PICKENS","AL","TORNADO",0.00,,,,,0.00,,0.00,,,8.70,33.00,"1",0.00,0.00,5.00,250.00,"K",0.00,,,,,3308.00,8808.00,3311.00,8800.00,,152.00
1.00,11/8/1957 0:00:00,"0300","CST",125.00,"TUSCALOOSA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,65.00,0.00,0.00,0.00,,0.00,,,,,3312.00,8735.00,0.00,0.00,,153.00
1.00,11/8/1957 0:00:00,"0430","CST",117.00,"SHELBY","AL","TORNADO",0.00,,,,,0.00,,0.00,,,4.10,50.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3312.00,8634.00,3314.00,8631.00,,154.00
1.00,11/16/1957 0:00:00,"1000","CST",9.00,"BLOUNT","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3412.00,8624.00,0.00,0.00,,155.00
1.00,11/17/1957 0:00:00,"1310","CST",75.00,"LAMAR","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3354.00,8808.00,0.00,0.00,,156.00
1.00,11/17/1957 0:00:00,"1512","CST",127.00,"WALKER","AL","TORNADO",0.00,,,,,0.00,,0.00,,,7.20,200.00,"4",0.00,4.00,15.00,25.00,"K",0.00,,,,,3354.00,8711.00,3356.00,8718.00,,157.00
1.00,11/17/1957 0:00:00,"1610","CST",43.00,"CULLMAN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,9.20,33.00,"1",0.00,0.00,3.00,250.00,"K",0.00,,,,,3406.00,8703.00,3409.00,8654.00,,158.00
1.00,11/18/1957 0:00:00,"1330","CST",59.00,"FRANKLIN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,7.40,33.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3429.00,8752.00,3432.00,8745.00,,159.00
1.00,11/18/1957 0:00:00,"1430","CST",63.00,"GREENE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,7.60,33.00,"1",0.00,0.00,0.00,250.00,"K",0.00,,,,,3239.00,8754.00,3243.00,8748.00,,160.00
1.00,11/18/1957 0:00:00,"1430","CST",65.00,"HALE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,20.40,33.00,"1",0.00,0.00,5.00,250.00,"K",0.00,,,,,3243.00,8748.00,3257.00,8735.00,,161.00
1.00,11/18/1957 0:00:00,"1445","CST",125.00,"TUSCALOOSA","AL","TORNADO",0.00,,,,,0.00,,0.00,,,3.30,33.00,"1",0.00,0.00,1.00,25.00,"K",0.00,,,,,3324.00,8732.00,3325.00,8729.00,,162.00
1.00,11/18/1957 0:00:00,"1445","CST",47.00,"DALLAS","AL","TORNADO",0.00,,,,,0.00,,0.00,,,37.30,33.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3217.00,8722.00,3240.00,8655.00,,163.00
1.00,11/18/1957 0:00:00,"1445","CST",125.00,"TUSCALOOSA","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,,,,3317.00,8730.00,0.00,0.00,,164.00
1.00,11/18/1957 0:00:00,"1530","CST",73.00,"JEFFERSON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,8.20,100.00,"2",0.00,1.00,35.00,2.50,"M",0.00,,,,,3336.00,8648.00,3338.00,8640.00,,165.00
1.00,11/18/1957 0:00:00,"1615","CST",49.00,"DEKALB","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3420.00,8550.00,0.00,0.00,,166.00
1.00,11/18/1957 0:00:00,"1635","CST",123.00,"TALLAPOOSA","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3257.00,8558.00,0.00,0.00,,167.00
1.00,11/18/1957 0:00:00,"1700","CST",103.00,"MORGAN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3419.00,8636.00,0.00,0.00,,168.00
1.00,11/18/1957 0:00:00,"1700","CST",79.00,"LAWRENCE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3430.00,8712.00,0.00,0.00,,169.00
1.00,11/18/1957 0:00:00,"1715","CST",29.00,"CLEBURNE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3342.00,8536.00,0.00,0.00,,170.00
1.00,11/18/1957 0:00:00,"1730","CST",27.00,"CLAY","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3316.00,8551.00,0.00,0.00,,171.00
1.00,11/18/1957 0:00:00,"1730","CST",9.00,"BLOUNT","AL","TORNADO",0.00,,,,,0.00,,0.00,,,15.80,100.00,"4",0.00,3.00,6.00,250.00,"K",0.00,,,,,3359.00,8631.00,3410.00,8621.00,,172.00
1.00,11/18/1957 0:00:00,"1730","CST",95.00,"MARSHALL","AL","TORNADO",0.00,,,,,0.00,,0.00,,,10.30,100.00,"4",0.00,0.00,6.00,250.00,"K",0.00,,,,,3410.00,8621.00,3416.00,8613.00,,173.00
1.00,11/24/1957 0:00:00,"1300","CST",103.00,"MORGAN","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,,,,3430.00,8647.00,0.00,0.00,,174.00
1.00,12/19/1957 0:00:00,"2230","CST",57.00,"FAYETTE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3352.00,8748.00,0.00,0.00,,175.00
1.00,12/19/1957 0:00:00,"2315","CST",33.00,"COLBERT","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"2",0.00,0.00,7.00,25.00,"K",0.00,,,,,3436.00,8740.00,0.00,0.00,,176.00
1.00,12/20/1957 0:00:00,"0253","CST",21.00,"CHILTON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.00,33.00,"1",0.00,0.00,0.00,250.00,"K",0.00,,,,,3248.00,8639.00,0.00,0.00,,177.00
1.00,12/20/1957 0:00:00,"0300","CST",35.00,"CONECUH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.80,33.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3118.00,8653.00,0.00,0.00,,178.00
1.00,1/31/1958 0:00:00,"1330","CST",59.00,"FRANKLIN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,3.00,440.00,"2",0.00,0.00,0.00,2.50,"K",0.00,,,,,3429.00,8752.00,0.00,0.00,,179.00
1.00,2/6/1958 0:00:00,"1205","CST",109.00,"PIKE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,,,3147.00,8600.00,0.00,0.00,,180.00
1.00,2/6/1958 0:00:00,"1405","CST",109.00,"PIKE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,11.30,200.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3143.00,8607.00,3150.00,8559.00,,181.00
1.00,2/26/1958 0:00:00,"1530","CST",45.00,"DALE","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,,,,3136.00,8541.00,0.00,0.00,,182.00
